epoch,train_loss,val_loss,val_wer,lr,time_elapsed
0,,548.5643920898438,4.009981632232666,0.0001,11.58
1,582.1813354492188,503.2508544921875,3.8604650497436523,0.0001,23.83
2,539.6710205078125,453.07684326171875,3.6311094760894775,0.0001,36.45
3,494.3795166015625,394.6006164550781,3.4327714443206787,0.0001,48.48
4,443.5289611816406,330.78472900390625,2.9605190753936768,0.0001,60.75
5,386.78289794921875,265.1340026855469,2.422386884689331,0.0001,73.14
6,327.9333190917969,206.2691650390625,1.6904017925262451,0.0001,85.91
7,270.5494079589844,159.14886474609375,1.277682900428772,0.0001,98.28
8,219.52696228027344,123.98867797851562,1.118644118309021,0.0001,110.73
9,176.794921875,98.95752716064453,1.043818712234497,0.0001,123.77
10,143.05288696289062,81.51188659667969,1.010740041732788,0.0001,136.61
11,117.2251205444336,69.51896667480469,0.9929035305976868,0.0001,148.96
12,97.70266723632812,61.45390319824219,0.9898762106895447,0.0001,161.87
13,83.06941223144531,56.18778991699219,0.989879310131073,0.0001,174.5
14,72.21484375,52.87681198120117,0.9922125935554504,0.0001,186.68
15,64.23567199707031,50.89100646972656,0.9912716746330261,0.0001,200.24
16,58.43836975097656,49.75105285644531,0.9925822019577026,0.0001,211.48
17,54.264244079589844,49.10608673095703,0.99305659532547,0.0001,221.87
18,51.2591438293457,48.709877014160156,0.99305659532547,0.0001,232.2
19,49.064178466796875,48.402732849121094,0.9923844933509827,0.0001,242.29
20,47.411155700683594,48.08494186401367,0.9903589487075806,0.0001,252.93
21,46.10855484008789,47.7019157409668,0.9910921454429626,0.0001,263.74
22,45.02604293823242,47.234954833984375,0.9890149235725403,0.0001,274.66
23,44.0787467956543,46.68942642211914,0.9869948625564575,0.0001,284.48
24,43.2136344909668,46.08456039428711,0.9847480058670044,0.0001,294.39
25,42.400787353515625,45.45209884643555,0.9834999442100525,0.0001,304.24
26,41.625553131103516,44.813438415527344,0.9827668070793152,0.0001,314.67
27,40.88150405883789,44.18657684326172,0.980898380279541,0.0001,325.34
28,40.16566848754883,43.57612609863281,0.9785032868385315,0.0001,335.61
29,39.47633743286133,42.98648452758789,0.9767619967460632,0.0001,345.31
30,38.81132125854492,42.41640853881836,0.9736897945404053,0.0001,355.12
31,38.16907501220703,41.86735153198242,0.9710749387741089,0.0001,365.32
32,37.547576904296875,41.337215423583984,0.9699949026107788,0.0001,375.29
33,36.94538116455078,40.823856353759766,0.968858540058136,0.0001,384.59
34,36.3609733581543,40.32912063598633,0.9686294794082642,0.0001,394.35
35,35.79307556152344,39.84987258911133,0.9653099179267883,0.0001,404.21
36,35.240638732910156,39.385372161865234,0.9631847739219666,0.0001,413.94
37,34.70280838012695,38.93623352050781,0.9607990980148315,0.0001,424.44
38,34.178279876708984,38.50162887573242,0.959577202796936,0.0001,435.17
39,33.666770935058594,38.0816535949707,0.9577291011810303,0.0001,445.27
40,33.16712188720703,37.673316955566406,0.9562628269195557,0.0001,457.44
41,32.67892837524414,37.278873443603516,0.95424485206604,0.0001,470.64
42,32.201534271240234,36.89533233642578,0.9551432132720947,0.0001,483.24
43,31.73438262939453,36.524051666259766,0.9551466703414917,0.0001,495.51
44,31.276994705200195,36.163673400878906,0.9519045948982239,0.0001,508.62
45,30.828933715820312,35.8136100769043,0.9508628845214844,0.0001,521.75
46,30.390159606933594,35.47274398803711,0.9496222138404846,0.0001,531.94
47,29.960102081298828,35.14234161376953,0.9499487280845642,0.0001,541.64
48,29.5384464263916,34.82124328613281,0.947998046875,0.0001,554.52
49,29.125001907348633,34.50796890258789,0.9483265280723572,0.0001,567.66
50,28.719440460205078,34.20265197753906,0.9460040330886841,0.0001,580.02
51,28.321529388427734,33.90573501586914,0.9447668194770813,0.0001,591.33
52,27.93063735961914,33.61503982543945,0.9423444271087646,0.0001,604.71
53,27.546642303466797,33.332393646240234,0.9375528693199158,0.0001,616.96
54,27.1688232421875,33.05460739135742,0.9372379183769226,0.0001,628.85
55,26.797273635864258,32.78425216674805,0.9367331266403198,0.0001,641.9
56,26.431537628173828,32.519142150878906,0.9334427714347839,0.0001,654.51
57,26.07115364074707,32.26087951660156,0.9334427714347839,0.0001,666.72
58,25.716276168823242,32.00729751586914,0.9332747459411621,0.0001,679.95
59,25.366592407226562,31.759357452392578,0.9366851449012756,0.0001,692.85
60,25.021678924560547,31.51572036743164,0.9379222989082336,0.0001,705.08
61,24.68119239807129,31.277647018432617,0.9385090470314026,0.0001,717.31
62,24.34493637084961,31.042781829833984,0.9373781085014343,0.0001,727.9
63,24.01279640197754,30.814437866210938,0.9393740296363831,0.0001,738.07
64,23.684131622314453,30.588621139526367,0.9411633014678955,0.0001,747.92
65,23.35915184020996,30.366445541381836,0.9429839253425598,0.0001,757.35
66,23.03764533996582,30.149314880371094,0.9445112943649292,0.0001,767.44
67,22.719654083251953,29.937402725219727,0.9438632130622864,0.0001,780.59
68,22.40559959411621,29.729129791259766,0.948000967502594,0.0001,792.83
69,22.095426559448242,29.52567481994629,0.9470216631889343,0.0001,805.21
70,21.790098190307617,29.329553604125977,0.9466389417648315,0.0001,818.43
71,21.48967170715332,29.13853645324707,0.9505678415298462,0.0001,830.62
72,21.19496726989746,28.95425796508789,0.9536582231521606,0.0001,843.01
73,20.906042098999023,28.776737213134766,0.9525671601295471,0.0001,856.13
74,20.62332534790039,28.605417251586914,0.9528522491455078,0.0001,868.67
75,20.34725570678711,28.44068717956543,0.9522013664245605,0.0001,880.82
76,20.077369689941406,28.282489776611328,0.9514784216880798,0.0001,893.55
77,19.81396484375,28.130006790161133,0.9512310028076172,0.0001,906.56
78,19.55679702758789,27.98320198059082,0.9542865753173828,0.0001,919.07
79,19.305818557739258,27.842445373535156,0.9519760012626648,0.0001,928.99
80,19.060775756835938,27.706668853759766,0.9507796168327332,0.0001,938.88
81,18.82139015197754,27.576440811157227,0.9508945941925049,0.0001,949.65
82,18.58747673034668,27.450855255126953,0.9489243030548096,0.0001,960.44
83,18.35879898071289,27.329435348510742,0.9486391544342041,0.0001,970.31
84,18.135251998901367,27.21320152282715,0.9471728801727295,0.0001,982.7
85,17.916234970092773,27.101634979248047,0.946471095085144,0.0001,995.78
86,17.70193099975586,26.993982315063477,0.9448150396347046,0.0001,1008.39
87,17.492084503173828,26.8897647857666,0.9436848163604736,0.0001,1020.59
88,17.286426544189453,26.78941535949707,0.9443232417106628,0.0001,1030.5
89,17.084814071655273,26.693214416503906,0.9441094398498535,0.0001,1043.69
90,16.887025833129883,26.600313186645508,0.9436613917350769,0.0001,1053.9
91,16.692977905273438,26.51003646850586,0.9432306885719299,0.0001,1066.21
92,16.502525329589844,26.424457550048828,0.9431694746017456,0.0001,1079.31
93,16.31538963317871,26.340747833251953,0.9436735510826111,0.0001,1092.83
94,16.13167381286621,26.260169982910156,0.9436218738555908,0.0001,1105.09
95,15.951237678527832,26.183120727539062,0.9441258907318115,0.0001,1117.45
96,15.773738861083984,26.10847282409668,0.9436218738555908,0.0001,1130.62
97,15.599188804626465,26.03652572631836,0.9435702562332153,0.0001,1143.23
98,15.427764892578125,25.96759605407715,0.9415890574455261,0.0001,1155.65
99,15.259085655212402,25.90104103088379,0.9416681528091431,0.0001,1168.89
